,Emotion,Source,Path,Sex
2806,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_ITS_HAP_XX.wav,Male
2807,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_ITS_NEU_XX.wav,Male
2808,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_ITS_SAD_XX.wav,Male
2809,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_ANG_XX.wav,Male
2810,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_DIS_XX.wav,Male
2811,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_FEA_XX.wav,Male
2812,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_HAP_XX.wav,Male
2813,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_NEU_XX.wav,Male
2814,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWL_SAD_XX.wav,Male
2815,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_ANG_XX.wav,Male
2816,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_DIS_XX.wav,Male
2817,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_FEA_XX.wav,Male
2818,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_HAP_XX.wav,Male
2819,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_NEU_XX.wav,Male
2820,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_IWW_SAD_XX.wav,Male
2821,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_ANG_XX.wav,Male
2822,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_DIS_XX.wav,Male
2823,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_FEA_XX.wav,Male
2824,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_HAP_XX.wav,Male
2825,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_NEU_XX.wav,Male
2826,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_MTI_SAD_XX.wav,Male
2827,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_ANG_XX.wav,Male
2828,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_DIS_XX.wav,Male
2829,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_FEA_XX.wav,Male
2830,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_HAP_XX.wav,Male
2831,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_NEU_XX.wav,Male
2832,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TAI_SAD_XX.wav,Male
2833,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_ANG_XX.wav,Male
2834,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_DIS_XX.wav,Male
2835,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_FEA_XX.wav,Male
2836,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_HAP_XX.wav,Male
2837,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_NEU_XX.wav,Male
2838,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TIE_SAD_XX.wav,Male
2839,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_ANG_XX.wav,Male
2840,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_DIS_XX.wav,Male
2841,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_FEA_XX.wav,Male
2842,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_HAP_XX.wav,Male
2843,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_NEU_XX.wav,Male
2844,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_TSI_SAD_XX.wav,Male
2845,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_ANG_XX.wav,Male
2846,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_DIS_XX.wav,Male
2847,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_FEA_XX.wav,Male
2848,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_HAP_XX.wav,Male
2849,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_NEU_XX.wav,Male
2850,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1035_WSI_SAD_XX.wav,Male
2851,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_ANG_XX.wav,Male
2852,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_DIS_XX.wav,Male
2853,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_FEA_XX.wav,Male
2854,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_HAP_XX.wav,Male
2855,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_NEU_XX.wav,Male
2856,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_DFA_SAD_XX.wav,Male
2857,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_ANG_HI.wav,Male
2858,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_ANG_LO.wav,Male
2859,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_ANG_MD.wav,Male
2860,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_DIS_HI.wav,Male
2861,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_DIS_LO.wav,Male
2862,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_DIS_MD.wav,Male
2863,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_FEA_HI.wav,Male
2864,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_FEA_LO.wav,Male
2865,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_FEA_MD.wav,Male
2866,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_HAP_HI.wav,Male
2867,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_HAP_LO.wav,Male
2868,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_HAP_MD.wav,Male
2869,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_NEU_XX.wav,Male
2870,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_SAD_HI.wav,Male
2871,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_SAD_LO.wav,Male
2872,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IEO_SAD_MD.wav,Male
2873,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_ANG_XX.wav,Male
2874,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_DIS_XX.wav,Male
2875,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_FEA_XX.wav,Male
2876,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_HAP_XX.wav,Male
2877,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_NEU_XX.wav,Male
2878,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IOM_SAD_XX.wav,Male
2879,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_ANG_XX.wav,Male
2880,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_DIS_XX.wav,Male
2881,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_FEA_XX.wav,Male
2882,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_HAP_XX.wav,Male
2883,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_NEU_XX.wav,Male
2884,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITH_SAD_XX.wav,Male
2885,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_ANG_XX.wav,Male
2886,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_DIS_XX.wav,Male
2887,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_FEA_XX.wav,Male
2888,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_HAP_XX.wav,Male
2889,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_NEU_XX.wav,Male
2890,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_ITS_SAD_XX.wav,Male
2891,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_ANG_XX.wav,Male
2892,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_DIS_XX.wav,Male
2893,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_FEA_XX.wav,Male
2894,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_HAP_XX.wav,Male
2895,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_NEU_XX.wav,Male
2896,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWL_SAD_XX.wav,Male
2897,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_ANG_XX.wav,Male
2898,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_DIS_XX.wav,Male
2899,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_FEA_XX.wav,Male
2900,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_HAP_XX.wav,Male
2901,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_NEU_XX.wav,Male
2902,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_IWW_SAD_XX.wav,Male
2903,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_ANG_XX.wav,Male
2904,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_DIS_XX.wav,Male
2905,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_FEA_XX.wav,Male
2906,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_HAP_XX.wav,Male
2907,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_NEU_XX.wav,Male
2908,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_MTI_SAD_XX.wav,Male
2909,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_ANG_XX.wav,Male
2910,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_DIS_XX.wav,Male
2911,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_FEA_XX.wav,Male
2912,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_HAP_XX.wav,Male
2913,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_NEU_XX.wav,Male
2914,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TAI_SAD_XX.wav,Male
2915,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_ANG_XX.wav,Male
2916,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_DIS_XX.wav,Male
2917,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_FEA_XX.wav,Male
2918,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_HAP_XX.wav,Male
2919,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_NEU_XX.wav,Male
2920,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TIE_SAD_XX.wav,Male
2921,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_ANG_XX.wav,Male
2922,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_DIS_XX.wav,Male
2923,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_FEA_XX.wav,Male
2924,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_HAP_XX.wav,Male
2925,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_NEU_XX.wav,Male
2926,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_TSI_SAD_XX.wav,Male
2927,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_ANG_XX.wav,Male
2928,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_DIS_XX.wav,Male
2929,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_FEA_XX.wav,Male
2930,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_HAP_XX.wav,Male
2931,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_NEU_XX.wav,Male
2932,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1036_WSI_SAD_XX.wav,Male
2933,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_ANG_XX.wav,Female
2934,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_DIS_XX.wav,Female
2935,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_FEA_XX.wav,Female
2936,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_HAP_XX.wav,Female
2937,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_NEU_XX.wav,Female
2938,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_DFA_SAD_XX.wav,Female
2939,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_ANG_HI.wav,Female
2940,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_ANG_LO.wav,Female
2941,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_ANG_MD.wav,Female
2942,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_DIS_HI.wav,Female
2943,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_DIS_LO.wav,Female
2944,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_DIS_MD.wav,Female
2945,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_FEA_HI.wav,Female
2946,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_FEA_LO.wav,Female
2947,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1037_IEO_FEA_MD.wav,Female
