,Unnamed: 0,Emotion,Source,Path,Sex,Duration
5620,5620,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TAI_SAD_XX.wav,Male,2.6
5621,5621,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_ANG_XX.wav,Male,2.6
5622,5622,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_DIS_XX.wav,Male,2.4
5623,5623,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_FEA_XX.wav,Male,1.8
5624,5624,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_HAP_XX.wav,Male,2.1
5625,5625,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_NEU_XX.wav,Male,2.3
5626,5626,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TIE_SAD_XX.wav,Male,2.5
5627,5627,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_ANG_XX.wav,Male,1.9
5628,5628,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_DIS_XX.wav,Male,2.6
5629,5629,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_FEA_XX.wav,Male,1.6
5630,5630,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_HAP_XX.wav,Male,1.9
5631,5631,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_NEU_XX.wav,Male,2.2
5632,5632,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_TSI_SAD_XX.wav,Male,2.2
5633,5633,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_ANG_XX.wav,Male,2.4
5634,5634,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_DIS_XX.wav,Male,2.4
5635,5635,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_FEA_XX.wav,Male,1.8
5636,5636,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_HAP_XX.wav,Male,1.9
5637,5637,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_NEU_XX.wav,Male,2.3
5638,5638,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1069_WSI_SAD_XX.wav,Male,2.6
5639,5639,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_ANG_XX.wav,Male,2.8
5640,5640,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_DIS_XX.wav,Male,3.0
5641,5641,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_FEA_XX.wav,Male,2.5
5642,5642,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_HAP_XX.wav,Male,2.3
5643,5643,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_NEU_XX.wav,Male,2.4
5644,5644,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_DFA_SAD_XX.wav,Male,2.4
5645,5645,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_ANG_HI.wav,Male,2.3
5646,5646,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_ANG_LO.wav,Male,1.8
5647,5647,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_ANG_MD.wav,Male,2.3
5648,5648,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_DIS_HI.wav,Male,2.8
5649,5649,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_DIS_LO.wav,Male,2.4
5650,5650,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_DIS_MD.wav,Male,2.4
5651,5651,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_FEA_HI.wav,Male,2.6
5652,5652,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_FEA_LO.wav,Male,2.3
5653,5653,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_FEA_MD.wav,Male,2.2
5654,5654,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_HAP_HI.wav,Male,2.0
5655,5655,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_HAP_LO.wav,Male,1.9
5656,5656,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_HAP_MD.wav,Male,1.9
5657,5657,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_NEU_XX.wav,Male,2.5
5658,5658,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_SAD_HI.wav,Male,2.2
5659,5659,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_SAD_LO.wav,Male,2.4
5660,5660,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IEO_SAD_MD.wav,Male,3.3
5661,5661,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_ANG_XX.wav,Male,2.7
5662,5662,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_DIS_XX.wav,Male,2.7
5663,5663,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_FEA_XX.wav,Male,2.3
5664,5664,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_HAP_XX.wav,Male,2.5
5665,5665,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_NEU_XX.wav,Male,2.7
5666,5666,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IOM_SAD_XX.wav,Male,2.4
5667,5667,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_ANG_XX.wav,Male,2.5
5668,5668,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_DIS_XX.wav,Male,3.5
5669,5669,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_FEA_XX.wav,Male,3.0
5670,5670,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_HAP_XX.wav,Male,2.7
5671,5671,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_NEU_XX.wav,Male,2.8
5672,5672,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITH_SAD_XX.wav,Male,3.2
5673,5673,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_ANG_XX.wav,Male,2.8
5674,5674,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_DIS_XX.wav,Male,3.1
5675,5675,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_FEA_XX.wav,Male,2.2
5676,5676,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_HAP_XX.wav,Male,2.3
5677,5677,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_NEU_XX.wav,Male,2.7
5678,5678,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_ITS_SAD_XX.wav,Male,2.9
5679,5679,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_ANG_XX.wav,Male,2.7
5680,5680,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_DIS_XX.wav,Male,3.2
5681,5681,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_FEA_XX.wav,Male,2.7
5682,5682,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_HAP_XX.wav,Male,2.7
5683,5683,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_NEU_XX.wav,Male,2.5
5684,5684,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWL_SAD_XX.wav,Male,2.8
5685,5685,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_ANG_XX.wav,Male,2.6
5686,5686,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_DIS_XX.wav,Male,2.9
5687,5687,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_FEA_XX.wav,Male,2.3
5688,5688,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_HAP_XX.wav,Male,2.8
5689,5689,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_NEU_XX.wav,Male,2.7
5690,5690,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_IWW_SAD_XX.wav,Male,2.9
5691,5691,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_ANG_XX.wav,Male,3.0
5692,5692,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_DIS_XX.wav,Male,3.4
5693,5693,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_FEA_XX.wav,Male,2.8
5694,5694,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_HAP_XX.wav,Male,3.0
5695,5695,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_NEU_XX.wav,Male,2.6
5696,5696,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_MTI_SAD_XX.wav,Male,2.9
5697,5697,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_ANG_XX.wav,Male,2.5
5698,5698,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_DIS_XX.wav,Male,2.9
5699,5699,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_FEA_XX.wav,Male,2.3
5700,5700,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_HAP_XX.wav,Male,2.5
5701,5701,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_NEU_XX.wav,Male,2.3
5702,5702,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TAI_SAD_XX.wav,Male,2.8
5703,5703,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_ANG_XX.wav,Male,2.9
5704,5704,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_DIS_XX.wav,Male,3.6
5705,5705,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_FEA_XX.wav,Male,2.7
5706,5706,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_HAP_XX.wav,Male,2.4
5707,5707,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_NEU_XX.wav,Male,2.3
5708,5708,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TIE_SAD_XX.wav,Male,3.2
5709,5709,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_ANG_XX.wav,Male,2.4
5710,5710,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_DIS_XX.wav,Male,3.2
5711,5711,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_FEA_XX.wav,Male,2.3
5712,5712,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_HAP_XX.wav,Male,2.4
5713,5713,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_NEU_XX.wav,Male,2.3
5714,5714,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_TSI_SAD_XX.wav,Male,2.7
5715,5715,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_ANG_XX.wav,Male,3.4
5716,5716,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_DIS_XX.wav,Male,3.1
5717,5717,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_FEA_XX.wav,Male,2.4
5718,5718,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_HAP_XX.wav,Male,2.3
5719,5719,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_NEU_XX.wav,Male,3.4
5720,5720,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1070_WSI_SAD_XX.wav,Male,2.8
5721,5721,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_ANG_XX.wav,Male,2.6
5722,5722,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_DIS_XX.wav,Male,2.2
5723,5723,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_FEA_XX.wav,Male,2.1
5724,5724,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_HAP_XX.wav,Male,2.2
5725,5725,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_NEU_XX.wav,Male,2.4
5726,5726,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_DFA_SAD_XX.wav,Male,1.9
5727,5727,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_ANG_HI.wav,Male,2.5
5728,5728,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_ANG_LO.wav,Male,1.9
5729,5729,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_ANG_MD.wav,Male,1.7
5730,5730,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_DIS_HI.wav,Male,1.7
5731,5731,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_DIS_LO.wav,Male,2.0
5732,5732,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_DIS_MD.wav,Male,2.0
5733,5733,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_FEA_HI.wav,Male,2.1
5734,5734,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_FEA_LO.wav,Male,2.1
5735,5735,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_FEA_MD.wav,Male,2.3
5736,5736,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_HAP_HI.wav,Male,1.5
5737,5737,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_HAP_LO.wav,Male,1.7
5738,5738,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_HAP_MD.wav,Male,2.0
5739,5739,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_NEU_XX.wav,Male,1.8
5740,5740,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_SAD_HI.wav,Male,2.1
5741,5741,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_SAD_LO.wav,Male,1.8
5742,5742,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IEO_SAD_MD.wav,Male,2.2
5743,5743,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_ANG_XX.wav,Male,2.9
5744,5744,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_DIS_XX.wav,Male,2.8
5745,5745,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_FEA_XX.wav,Male,2.8
5746,5746,happy,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_HAP_XX.wav,Male,2.5
5747,5747,neutral,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_NEU_XX.wav,Male,1.9
5748,5748,sad,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_IOM_SAD_XX.wav,Male,2.3
5749,5749,angry,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_ITH_ANG_XX.wav,Male,2.5
5750,5750,disgust,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_ITH_DIS_XX.wav,Male,2.5
5751,5751,fear,CREMA,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/CREMA-D/AudioWAV/1071_ITH_FEA_XX.wav,Male,2.0
